Portfolio,VaR_5,TCE_5,Num_assets,Return_observations,Rolling_window,Rolling_windows,First_price_date,Last_price_date
EqualWeight,0.0256505684,0.0351794025,5,1003,800,204,2021-11-29,2025-11-26
